ts,step,boss,boss_max,player_raw,player_stable,reward,done,done_reason
1763634572.69356,52,1186.60009765625,1200.0,4.0,4.0,0.010044666341145833,False,
1763634572.7380037,53,1186.60009765625,1200.0,4.0,4.0,4.466634114583323e-05,False,
1763634572.8494515,54,1179.900146484375,1200.0,4.0,4.0,0.6180650463867188,False,
1763634572.9574738,55,1179.900146484375,1200.0,4.0,4.0,6.699951171875007e-05,False,
1763634573.0825462,56,1179.900146484375,1200.0,4.0,4.0,0.01006699951171875,False,
1763634573.2371316,57,1173.2001953125,1200.0,3.0,3.0,-9.43191262044271,False,
1763634573.3295033,58,1173.2001953125,1200.0,3.0,3.0,0.05008933268229167,False,
1763634573.4572978,59,1173.2001953125,1200.0,3.0,3.0,0.05008933268229167,False,
1763634573.612431,60,1173.2001953125,1200.0,3.0,3.0,0.05008933268229167,False,
1763634573.6893046,61,1173.2001953125,1200.0,3.0,3.0,0.05008933268229167,False,
1763634573.7977197,62,1173.2001953125,1200.0,3.0,3.0,-0.9499106673177082,False,
1763634573.8877952,63,1173.2001953125,1200.0,3.0,3.0,0.05008933268229167,False,
1763634573.982639,64,1173.2001953125,1200.0,3.0,3.0,-0.9899106673177083,False,
1763634574.1378317,65,1173.2001953125,1200.0,3.0,3.0,0.05008933268229167,False,
1763634574.293582,66,1166.500244140625,1200.0,3.0,3.0,0.6181097127278645,False,
1763634574.5135045,67,1166.500244140625,1200.0,3.0,3.0,0.050111665852864584,False,
1763634574.6696103,68,1166.500244140625,1200.0,3.0,3.0,0.050111665852864584,False,
1763634574.745028,69,1166.500244140625,1200.0,3.0,3.0,-0.9998883341471354,False,
1763634574.8734992,70,1166.500244140625,1200.0,3.0,3.0,0.010111665852864583,False,
1763634574.9182248,71,1166.500244140625,1200.0,3.0,3.0,0.0001116658528645833,False,
1763634575.0734563,72,1166.500244140625,1200.0,3.0,3.0,0.050111665852864584,False,
1763634575.1654801,73,1166.500244140625,1200.0,3.0,3.0,-0.9898883341471354,False,
1763634575.2430115,74,1166.500244140625,1200.0,3.0,3.0,0.050111665852864584,False,
1763634575.3992555,75,1166.500244140625,1200.0,3.0,3.0,-0.9498883341471354,False,
1763634575.4460368,76,1166.500244140625,1200.0,3.0,3.0,0.0001116658528645833,False,
1763634575.5559127,77,1166.500244140625,1200.0,3.0,3.0,0.0001116658528645833,False,
1763634575.6023443,78,1166.500244140625,1200.0,3.0,3.0,0.0001116658528645833,False,
1763634575.7608824,79,1166.500244140625,1200.0,3.0,3.0,0.050111665852864584,False,
1763634575.8060439,80,1166.500244140625,1200.0,3.0,3.0,0.0001116658528645833,False,
1763634575.8522885,81,1166.500244140625,1200.0,3.0,3.0,0.0001116658528645833,False,
1763634575.9781182,82,1166.500244140625,1200.0,3.0,3.0,-0.9498883341471354,False,
1763634576.0692623,83,1166.500244140625,1200.0,3.0,3.0,0.050111665852864584,False,
1763634576.1159475,84,1166.500244140625,1200.0,3.0,3.0,0.0001116658528645833,False,
1763634576.2877574,85,1166.500244140625,1200.0,3.0,3.0,-0.9898883341471354,False,
1763634576.3991601,86,1166.500244140625,1200.0,3.0,3.0,0.050111665852864584,False,
1763634576.5213742,87,1159.80029296875,1200.0,3.0,3.0,0.6181320458984375,False,
1763634576.6321354,88,1159.80029296875,1200.0,3.0,3.0,0.00013399902343750014,False,
1763634576.7860012,89,1159.80029296875,1200.0,3.0,3.0,-0.9498660009765625,False,
1763634576.9600556,90,1153.100341796875,1200.0,3.0,3.0,0.5781543790690105,False,
1763634577.0680315,91,1153.100341796875,1200.0,3.0,3.0,0.00015633219401041653,False,
1763634577.225112,92,1153.100341796875,1200.0,3.0,3.0,0.05015633219401042,False,
1763634577.4561467,93,1153.100341796875,1200.0,3.0,3.0,0.05015633219401042,False,
1763634577.5479364,94,1153.100341796875,1200.0,2.0,2.0,-9.99984366780599,False,
1763634577.7640023,95,1153.100341796875,1200.0,2.0,2.0,0.05015633219401042,False,
1763634577.8401623,96,1146.400390625,1200.0,2.0,2.0,0.5681767122395833,False,
1763634577.9190173,97,1146.400390625,1200.0,2.0,2.0,0.05017866536458333,False,
1763634577.951067,98,1146.400390625,1200.0,2.0,2.0,0.00017866536458333338,False,
1763634578.0432117,99,1146.400390625,1200.0,2.0,2.0,0.05017866536458333,False,
1763634578.1693556,100,1146.400390625,1200.0,2.0,2.0,0.05017866536458333,False,
1763634578.2596757,101,1146.400390625,1200.0,2.0,2.0,0.05017866536458333,False,
1763634578.3711896,102,1146.400390625,1200.0,2.0,2.0,0.00017866536458333338,False,
1763634578.4157455,103,1146.400390625,1200.0,2.0,2.0,0.00017866536458333338,False,
1763634578.4630039,104,1146.400390625,1200.0,2.0,2.0,0.00017866536458333338,False,
1763634578.6371036,105,1139.700439453125,1200.0,2.0,2.0,0.5781990454101562,False,
1763634578.7463603,106,1139.700439453125,1200.0,2.0,2.0,0.0002009985351562502,False,
1763634578.8394318,107,1139.700439453125,1200.0,2.0,2.0,0.050200998535156256,False,
1763634578.9482584,108,1139.700439453125,1200.0,2.0,2.0,0.050200998535156256,False,
1763634579.1025267,109,1139.700439453125,1200.0,2.0,2.0,0.050200998535156256,False,
1763634579.3203392,110,1139.700439453125,1200.0,2.0,2.0,0.050200998535156256,False,
1763634579.3950708,111,1139.700439453125,1200.0,2.0,2.0,0.050200998535156256,False,
1763634579.474019,112,1139.700439453125,1200.0,2.0,2.0,0.050200998535156256,False,
1763634579.5200899,113,1139.700439453125,1200.0,2.0,2.0,0.0002009985351562502,False,
1763634579.5983527,114,1133.00048828125,1200.0,2.0,2.0,0.6182213785807291,False,
1763634579.7534733,115,1133.00048828125,1200.0,2.0,2.0,0.05022333170572917,False,
1763634579.847024,116,1133.00048828125,1200.0,2.0,2.0,0.010223331705729167,False,
1763634579.9581256,117,1133.00048828125,1200.0,2.0,2.0,0.05022333170572917,False,
1763634581.1173193,118,1133.00048828125,1200.0,1.0,1.0,-9.99977666829427,True,dead
1763634581.3880858,0,1200.0,1200.0,4.0,4.0,0.0,False,warmup_skip
1763634581.498975,1,1200.0,1200.0,4.0,4.0,0.0,False,warmup_skip
1763634581.5283082,2,1200.0,1200.0,4.0,4.0,0.0,False,warmup_skip
1763634581.653269,3,1200.0,1200.0,4.0,4.0,0.0,False,warmup_skip
1763634581.810767,4,1200.0,1200.0,4.0,4.0,0.0,False,warmup_skip
1763634581.964983,5,1200.0,1200.0,4.0,4.0,0.05,False,
1763634582.009355,6,1200.0,1200.0,4.0,4.0,0.0,False,
1763634582.1193483,7,1200.0,1200.0,4.0,4.0,0.05,False,
1763634582.2094235,8,1200.0,1200.0,4.0,4.0,0.01,False,
1763634601.2819502,9,1193.300048828125,1200.0,1.0,3.0,-9.431979619954427,False,
1763634601.3754704,10,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634601.54661,11,1193.300048828125,1200.0,517.0,3.0,0.010022333170572916,False,
1763634601.7045662,12,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634601.7489886,13,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634601.8280241,14,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634601.9355998,15,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634602.0929172,16,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634602.1843739,17,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634602.2328596,18,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634602.3110502,19,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634602.402646,20,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634602.448835,21,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634602.574218,22,1193.300048828125,1200.0,517.0,3.0,0.010022333170572916,False,
1763634602.6517842,23,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634602.8090284,24,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634602.933006,25,1193.300048828125,1200.0,517.0,3.0,0.010022333170572916,False,
1763634603.0476177,26,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634603.0889833,27,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634603.214539,28,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634603.3709602,29,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634603.4945796,30,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634603.5406692,31,1193.300048828125,1200.0,517.0,3.0,-0.9999776668294271,False,
1763634603.6986792,32,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634603.9127214,33,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634604.0689862,34,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634604.1612637,35,1193.300048828125,1200.0,517.0,3.0,0.010022333170572916,False,
1763634604.1912308,36,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634604.3479114,37,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634604.3785167,38,1193.300048828125,1200.0,517.0,3.0,-0.9999776668294271,False,
1763634604.487949,39,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634604.6119244,40,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634604.6568582,41,1193.300048828125,1200.0,517.0,3.0,-0.9999776668294271,False,
1763634604.6873949,42,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634604.8443987,43,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634604.9697359,44,1193.300048828125,1200.0,517.0,3.0,0.010022333170572916,False,
1763634605.0144937,45,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634605.1086981,46,1193.300048828125,1200.0,517.0,3.0,-0.9899776668294271,False,
1763634605.1406744,47,1193.300048828125,1200.0,517.0,3.0,-0.9999776668294271,False,
1763634605.249876,48,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634605.374425,49,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634605.4657302,50,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634605.5426755,51,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634605.6368036,52,1193.300048828125,1200.0,517.0,3.0,-0.9899776668294271,False,
1763634605.7929494,53,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634605.968176,54,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634606.0755863,55,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634606.2027793,56,1193.300048828125,1200.0,517.0,3.0,0.010022333170572916,False,
1763634606.2451465,57,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634606.417888,58,1193.300048828125,1200.0,517.0,3.0,0.010022333170572916,False,
1763634606.5105336,59,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634606.682796,60,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634606.7588918,61,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634606.8527715,62,1193.300048828125,1200.0,517.0,3.0,-0.9899776668294271,False,
1763634607.0088584,63,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634607.05436,64,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634607.1484401,65,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634607.1944802,66,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634607.3188043,67,1193.300048828125,1200.0,517.0,3.0,-0.9899776668294271,False,
1763634607.4287589,68,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634607.5379329,69,1193.300048828125,1200.0,517.0,3.0,-0.9499776668294271,False,
1763634607.5834138,70,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634607.757209,71,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634607.8335366,72,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634607.9459264,73,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634608.0699494,74,1193.300048828125,1200.0,517.0,3.0,-0.9899776668294271,False,
1763634608.22552,75,1193.300048828125,1200.0,517.0,3.0,-0.9499776668294271,False,
1763634608.3497627,76,1193.300048828125,1200.0,517.0,3.0,0.010022333170572916,False,
1763634608.4255588,77,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634608.4567587,78,1193.300048828125,1200.0,517.0,3.0,-0.9999776668294271,False,
1763634608.5342631,79,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634608.6128147,80,1193.300048828125,1200.0,517.0,3.0,-0.9499776668294271,False,
1763634608.7087328,81,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634608.817298,82,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634608.9888067,83,1193.300048828125,1200.0,517.0,3.0,0.010022333170572916,False,
1763634609.0174417,84,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634609.0504935,85,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634609.1584613,86,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634609.2496786,87,1193.300048828125,1200.0,517.0,3.0,0.010022333170572916,False,
1763634609.405313,88,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634609.5606973,89,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634609.6843636,90,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634609.7327445,91,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634609.8425992,92,1193.300048828125,1200.0,517.0,3.0,-0.9499776668294271,False,
1763634609.9351497,93,1193.300048828125,1200.0,517.0,3.0,0.010022333170572916,False,
1763634610.0435014,94,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634610.1716063,95,1193.300048828125,1200.0,517.0,3.0,-0.9499776668294271,False,
1763634610.2453582,96,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634610.3541,97,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
1763634610.4008498,98,1193.300048828125,1200.0,517.0,3.0,-0.9999776668294271,False,
1763634610.6165829,99,1193.300048828125,1200.0,517.0,3.0,-0.9499776668294271,False,
1763634610.694278,100,1193.300048828125,1200.0,517.0,3.0,-0.9999776668294271,False,
1763634610.7426355,101,1193.300048828125,1200.0,517.0,3.0,-0.9999776668294271,False,
1763634610.8707988,102,1193.300048828125,1200.0,517.0,3.0,0.010022333170572916,False,
1763634610.9634106,103,1193.300048828125,1200.0,517.0,3.0,0.05002233317057292,False,
1763634611.0746458,104,1193.300048828125,1200.0,517.0,3.0,-0.9499776668294271,False,
1763634611.2427676,105,1193.300048828125,1200.0,517.0,3.0,0.010022333170572916,False,
1763634611.2887332,106,1193.300048828125,1200.0,517.0,3.0,-0.9999776668294271,False,
1763634611.4104955,107,1193.300048828125,1200.0,517.0,3.0,2.233317057291684e-05,False,
